STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN
GHCND:AYM00088968,BASE ORCADAS AY,19570714,-9999,19,0
GHCND:AYM00088968,BASE ORCADAS AY,19570715,-9999,30,5
GHCND:AYM00088968,BASE ORCADAS AY,19570716,-9999,30,6
GHCND:AYM00088968,BASE ORCADAS AY,19570717,-9999,6,-10
GHCND:AYM00088968,BASE ORCADAS AY,19570718,-9999,5,-6
GHCND:AYM00088968,BASE ORCADAS AY,19570719,-9999,25,-6
GHCND:AYM00088968,BASE ORCADAS AY,19570720,-9999,31,23
GHCND:AYM00088968,BASE ORCADAS AY,19570721,-9999,28,19
GHCND:AYM00088968,BASE ORCADAS AY,19570722,-9999,41,27
GHCND:AYM00088968,BASE ORCADAS AY,19570723,-9999,37,30
GHCND:AYM00088968,BASE ORCADAS AY,19570724,-9999,35,27
GHCND:AYM00088968,BASE ORCADAS AY,19570725,-9999,29,4
GHCND:AYM00088968,BASE ORCADAS AY,19570726,-9999,31,4
GHCND:AYM00088968,BASE ORCADAS AY,19570727,-9999,29,0
GHCND:AYM00088968,BASE ORCADAS AY,19570728,-9999,20,-14
GHCND:AYM00088968,BASE ORCADAS AY,19570729,-9999,36,-15
GHCND:AYM00088968,BASE ORCADAS AY,19570730,-9999,36,4
GHCND:AYM00088968,BASE ORCADAS AY,19570731,-9999,9,-17
GHCND:AYM00088968,BASE ORCADAS AY,19570801,-9999,28,9
GHCND:AYM00088968,BASE ORCADAS AY,19570802,-9999,15,-12
GHCND:AYM00088968,BASE ORCADAS AY,19570803,-9999,-4,-13
GHCND:AYM00088968,BASE ORCADAS AY,19570804,-9999,11,-6
GHCND:AYM00088968,BASE ORCADAS AY,19570805,-9999,19,0
GHCND:AYM00088968,BASE ORCADAS AY,19570806,-9999,25,18
GHCND:AYM00088968,BASE ORCADAS AY,19570807,-9999,31,24
GHCND:AYM00088968,BASE ORCADAS AY,19570808,-9999,29,24
GHCND:AYM00088968,BASE ORCADAS AY,19570809,-9999,26,16
GHCND:AYM00088968,BASE ORCADAS AY,19570810,-9999,19,11
GHCND:AYM00088968,BASE ORCADAS AY,19570811,-9999,17,-9
GHCND:AYM00088968,BASE ORCADAS AY,19570812,-9999,-7,-16
GHCND:AYM00088968,BASE ORCADAS AY,19570813,-9999,4,-9
GHCND:AYM00088968,BASE ORCADAS AY,19570814,-9999,20,-8
GHCND:AYM00088968,BASE ORCADAS AY,19570815,-9999,33,19
GHCND:AYM00088968,BASE ORCADAS AY,19570816,-9999,31,27
